Date,"Close Price"
"2018-01-10 00:00:00",14439.47
"2018-01-10 00:01:00",14461.02
"2018-01-10 00:02:00",14477.16
"2018-01-10 00:03:00",14480.36
"2018-01-10 00:04:00",14415.2
"2018-01-10 00:05:00",14395.67
"2018-01-10 00:06:00",14386.06
"2018-01-10 00:07:00",14354.82
"2018-01-10 00:08:00",14357.54
"2018-01-10 00:09:00",14343.59
"2018-01-10 00:10:00",14344.31
"2018-01-10 00:11:00",14373.73
"2018-01-10 00:12:00",14353
"2018-01-10 00:13:00",14368.41
"2018-01-10 00:14:00",14373.77
"2018-01-10 00:15:00",14333.79
"2018-01-10 00:16:00",14309.64
"2018-01-10 00:17:00",14262.17
"2018-01-10 00:18:00",14266.12
"2018-01-10 00:19:00",14218.3
"2018-01-10 00:20:00",14173.04
"2018-01-10 00:21:00",14126.54
"2018-01-10 00:22:00",14073.08
"2018-01-10 00:23:00",14020.13
"2018-01-10 00:24:00",13991.82
"2018-01-10 00:25:00",14041.96
"2018-01-10 00:26:00",14074.89
"2018-01-10 00:27:00",13990.75
"2018-01-10 00:28:00",13968.24
"2018-01-10 00:29:00",13981.6
"2018-01-10 00:30:00",14042.06
"2018-01-10 00:31:00",14105.88
"2018-01-10 00:32:00",14145.86
"2018-01-10 00:33:00",14151.24
"2018-01-10 00:34:00",14081.58
"2018-01-10 00:35:00",14105.74
"2018-01-10 00:36:00",14099.88
"2018-01-10 00:37:00",14103.19
"2018-01-10 00:38:00",14122.89
"2018-01-10 00:39:00",14132.06
"2018-01-10 00:40:00",14130.84
"2018-01-10 00:41:00",14127.11
"2018-01-10 00:42:00",14103
"2018-01-10 00:43:00",14079.26
"2018-01-10 00:44:00",14072.35
"2018-01-10 00:45:00",14051.17
"2018-01-10 00:46:00",14008
"2018-01-10 00:47:00",14024.64
"2018-01-10 00:48:00",14052.48
"2018-01-10 00:49:00",14043.01
"2018-01-10 00:50:00",14033.14
"2018-01-10 00:51:00",14013.78
"2018-01-10 00:52:00",14004.94
"2018-01-10 00:53:00",14040.06
"2018-01-10 00:54:00",14100.5
"2018-01-10 00:55:00",14092.33
"2018-01-10 00:56:00",14063.36
"2018-01-10 00:57:00",14070.51
"2018-01-10 00:58:00",14055.69
"2018-01-10 00:59:00",14073.16
"2018-01-10 01:00:00",14093.66
"2018-01-10 01:01:00",14075.21
"2018-01-10 01:02:00",14083.89
"2018-01-10 01:03:00",14090.01
"2018-01-10 01:04:00",14106.12
"2018-01-10 01:05:00",14145.6
"2018-01-10 01:06:00",14147.01
"2018-01-10 01:07:00",14141.73
"2018-01-10 01:08:00",14168.37
"2018-01-10 01:09:00",14188.55
"2018-01-10 01:10:00",14202.06
"2018-01-10 01:11:00",14220.17
"2018-01-10 01:12:00",14238.49
"2018-01-10 01:13:00",14262.77
"2018-01-10 01:14:00",14242.31
"2018-01-10 01:15:00",14237.22
"2018-01-10 01:16:00",14247.26
"2018-01-10 01:17:00",14215.68
"2018-01-10 01:18:00",14233.34
"2018-01-10 01:19:00",14259.8
"2018-01-10 01:20:00",14274.81
"2018-01-10 01:21:00",14292.55
"2018-01-10 01:22:00",14307.99
"2018-01-10 01:23:00",14306.12
"2018-01-10 01:24:00",14265.96
"2018-01-10 01:25:00",14253.94
"2018-01-10 01:26:00",14257.67
"2018-01-10 01:27:00",14261.74
"2018-01-10 01:28:00",14259.67
"2018-01-10 01:29:00",14244.3
"2018-01-10 01:30:00",14224.7
"2018-01-10 01:31:00",14195.78
"2018-01-10 01:32:00",14182.04
"2018-01-10 01:33:00",14177.55
"2018-01-10 01:34:00",14181.65
"2018-01-10 01:35:00",14196.41
"2018-01-10 01:36:00",14214.51
"2018-01-10 01:37:00",14210.94
"2018-01-10 01:38:00",14204.9
"2018-01-10 01:39:00",14181.13
"2018-01-10 01:40:00",14128.56
"2018-01-10 01:41:00",14083.81
"2018-01-10 01:42:00",14099.29
"2018-01-10 01:43:00",14088.6
"2018-01-10 01:44:00",14109.39
"2018-01-10 01:45:00",14121.15
"2018-01-10 01:46:00",14125.93
"2018-01-10 01:47:00",14114.96
"2018-01-10 01:48:00",14110.34
"2018-01-10 01:49:00",14119.11
"2018-01-10 01:50:00",14168.55
"2018-01-10 01:51:00",14207.41
"2018-01-10 01:52:00",14191.27
"2018-01-10 01:53:00",14168.83
"2018-01-10 01:54:00",14142.99
"2018-01-10 01:55:00",14140.45
"2018-01-10 01:56:00",14174.16
"2018-01-10 01:57:00",14176.59
"2018-01-10 01:58:00",14179.72
"2018-01-10 01:59:00",14193.43
"2018-01-10 02:00:00",14166.45
"2018-01-10 02:01:00",14187.53
"2018-01-10 02:02:00",14197.57
"2018-01-10 02:03:00",14182.86
"2018-01-10 02:04:00",14223.65
"2018-01-10 02:05:00",14231.65
"2018-01-10 02:06:00",14231.67
"2018-01-10 02:07:00",14228.03
"2018-01-10 02:08:00",14230.12
"2018-01-10 02:09:00",14232.69
"2018-01-10 02:10:00",14253.71
"2018-01-10 02:11:00",14253.4
"2018-01-10 02:12:00",14252.42
"2018-01-10 02:13:00",14247.91
"2018-01-10 02:14:00",14252.9
"2018-01-10 02:15:00",14272.15
"2018-01-10 02:16:00",14289.47
"2018-01-10 02:17:00",14284.77
"2018-01-10 02:18:00",14289.54
"2018-01-10 02:19:00",14289.16
"2018-01-10 02:20:00",14280.63
"2018-01-10 02:21:00",14248.71
"2018-01-10 02:22:00",14240.67
"2018-01-10 02:23:00",14261.83
"2018-01-10 02:24:00",14258.39
"2018-01-10 02:25:00",14257.59
"2018-01-10 02:26:00",14260.62
"2018-01-10 02:27:00",14263.35
"2018-01-10 02:28:00",14263.48
"2018-01-10 02:29:00",14266.5
"2018-01-10 02:30:00",14262.49
"2018-01-10 02:31:00",14255.49
"2018-01-10 02:32:00",14244.82
"2018-01-10 02:33:00",14245.63
"2018-01-10 02:34:00",14246.91
"2018-01-10 02:35:00",14246.39
"2018-01-10 02:36:00",14234.08
"2018-01-10 02:37:00",14240.77
"2018-01-10 02:38:00",14225.6
"2018-01-10 02:39:00",14200.6
"2018-01-10 02:40:00",14197.07
"2018-01-10 02:41:00",14233.89
"2018-01-10 02:42:00",14224.47
"2018-01-10 02:43:00",14181.42
"2018-01-10 02:44:00",14150.65
"2018-01-10 02:45:00",14173.39
"2018-01-10 02:46:00",14204.11
"2018-01-10 02:47:00",14207.9
"2018-01-10 02:48:00",14222.41
"2018-01-10 02:49:00",14229.03
"2018-01-10 02:50:00",14213.54
"2018-01-10 02:51:00",14234.64
"2018-01-10 02:52:00",14250.25
"2018-01-10 02:53:00",14264.04
"2018-01-10 02:54:00",14274.24
"2018-01-10 02:55:00",14269.52
"2018-01-10 02:56:00",14271.62
"2018-01-10 02:57:00",14278.23
"2018-01-10 02:58:00",14269.28
"2018-01-10 02:59:00",14290.4
"2018-01-10 03:00:00",14283.47
"2018-01-10 03:01:00",14287.66
"2018-01-10 03:02:00",14276.84
"2018-01-10 03:03:00",14273.07
"2018-01-10 03:04:00",14283.73
"2018-01-10 03:05:00",14304.95
"2018-01-10 03:06:00",14281.93
"2018-01-10 03:07:00",14317.04
"2018-01-10 03:08:00",14336.93
"2018-01-10 03:09:00",14343.29
"2018-01-10 03:10:00",14341.37
"2018-01-10 03:11:00",14338.9
"2018-01-10 03:12:00",14324.88
"2018-01-10 03:13:00",14301.09
"2018-01-10 03:14:00",14304.89
"2018-01-10 03:15:00",14314.6
"2018-01-10 03:16:00",14322.11
"2018-01-10 03:17:00",14323.65
"2018-01-10 03:18:00",14319.05
"2018-01-10 03:19:00",14315.2
"2018-01-10 03:20:00",14299.95
"2018-01-10 03:21:00",14297.36
"2018-01-10 03:22:00",14301.95
"2018-01-10 03:23:00",14312.63
"2018-01-10 03:24:00",14300.26
"2018-01-10 03:25:00",14301.99
"2018-01-10 03:26:00",14303.69
"2018-01-10 03:27:00",14297.3
"2018-01-10 03:28:00",14289.27
"2018-01-10 03:29:00",14286.57
"2018-01-10 03:30:00",14284.08
"2018-01-10 03:31:00",14271.46
"2018-01-10 03:32:00",14252.36
"2018-01-10 03:33:00",14234.07
"2018-01-10 03:34:00",14227.34
"2018-01-10 03:35:00",14257.6
"2018-01-10 03:36:00",14237.7
"2018-01-10 03:37:00",14245.41
"2018-01-10 03:38:00",14251.18
"2018-01-10 03:39:00",14266.77
"2018-01-10 03:40:00",14293.04
"2018-01-10 03:41:00",14316.97
"2018-01-10 03:42:00",14326.67
"2018-01-10 03:43:00",14317.38
"2018-01-10 03:44:00",14290.67
"2018-01-10 03:45:00",14283.3
"2018-01-10 03:46:00",14278.71
"2018-01-10 03:47:00",14261.93
"2018-01-10 03:48:00",14273.33
"2018-01-10 03:49:00",14247.65
"2018-01-10 03:50:00",14205.67
"2018-01-10 03:51:00",14185.24
"2018-01-10 03:52:00",14178.78
"2018-01-10 03:53:00",14185.39
"2018-01-10 03:54:00",14160.11
"2018-01-10 03:55:00",14124.93
"2018-01-10 03:56:00",14100.25
"2018-01-10 03:57:00",14121.59
"2018-01-10 03:58:00",14157.74
"2018-01-10 03:59:00",14139.18
"2018-01-10 04:00:00",14122.82
"2018-01-10 04:01:00",14120.02
"2018-01-10 04:02:00",14101.07
"2018-01-10 04:03:00",14067.48
"2018-01-10 04:04:00",14071.84
"2018-01-10 04:05:00",14096.36
"2018-01-10 04:06:00",14122.79
"2018-01-10 04:07:00",14130.96
"2018-01-10 04:08:00",14149.85
"2018-01-10 04:09:00",14157.67
